978-2-08-134792-2;carnaval des hyènes (Le);;Mention;Michaël;;;Ombres noires;DL 2015;1 vol. (220 p.);21 cm;Adulte;53,5261967810711;https://www.babelio.com/couv/CVT_Le-carnaval-des-hyenes_334.jpeg;Carl Belmeyer, arrogant présentateur de JT est faux, manipulateur, un authentique sale type. Ancien reporter de terrain, il vire ses collaborateurs sur un coup de tête, se moque de son audience, et sniffe de la coke. Soudain, un scandale secoue la chaîne : dans son émission de téléréalité Villa Story, une candidate meurt après avoir été giflée par un concurrent. Il faut redorer le blason de la chaîne, restructurer... Belmeyer doit changer ! Il est dépêché au Libéria, déchiré par la guerre civile, pour qu'il reprenne son rôle de journaliste engagé, et faire croire que la chaîne se recentre sur l'important, l'info.
978-2-08-134821-9;Il était une ville;roman;Reverdy;Thomas B.;;;Flammarion;DL 2015;1 vol. (269 p.);21 cm;Adulte;26,6888063023533;https://www.babelio.com/couv/bm_CVT_Il-etait-une-ville_7880.jpg;Ici, les maisons ne valent plus rien et les gens s’en vont, en les abandonnant purement et simplement , la ville est en lambeaux. Nous sommes à Detroit en 2008 et une blague circule : que le dernier qui parte éteigne la lumière. On dirait que c’est arrivé. C’est dans cette ville menacée de faillite qu’Eugène, un jeune ingénieur français, débarque pour superviser un projet automobile. C’est dans un de ces quartiers désertés que grandit Charlie, Charlie qui vient, à l’instar de centaines d’enfants, de disparaître. Mais pour aller où, bon Dieu, se demande l’inspecteur Brown chargé de l’enquête. C’est là, aussi, qu’Eugène rencontrera Candice, la serveuse au sourire brillant et rouge. Et que Gloria, la grand-mère de Charlie, déploiera tout ce qui lui reste d’amour pour le retrouver.
978-2-08-137054-8;renversement des pôles (Le);roman;Côte;Nathalie;;;Flammarion;DL 2015;1 vol. (189 p.);21 cm;Adulte;29,958995878179;https://images-na.ssl-images-amazon.com/images/I/71Ii3YlOmrL.jpg; Couple : deux personnes de la même espèce considérées ensemble.Couples en vacances avec enfants : spécimen d’un genre particulier qui attend l’été avec impatience mais qui risque fort de finir la tête dans le sable.Les Bourdon et les Laforêt ont loué deux appartements voisins dans une résidence avec piscine en bord de mer. Chacun est arrivé avec la même envie : consacrer ce temps béni aux enfants, au repos, aux projets. Et tous sont rattrapés par leurs obsessions propres : fuir un mari ennuyeux, gagner vite plus d’argent, faire oublier qu’on a pris dix kilos, faire semblant que tout va bien. Passée l’euphorie de l’échappée belle, ils ne tarderont pas à découvrir que changer de vie a un prix, que la liberté exige du souffle et qu’elle ne s’achète jamais à bon compte.Avec un humour acide et une implacable clairvoyance, Nathalie Côte se fait entomologiste de la classe moyenne et pavillonnaire. En filigrane, elle dénonce le monde du travail, véritable machine à tuer, et le monde matérialiste, qui propose vainement de se consoler en consommant à crédit. On regarde ces personnages ni aimables ni détestables se débattre et renoncer. On les regarde, en espérant ne pas leur ressembler. 
978-2-08-137244-3;Vladimir Vladimirovitch;roman;Chambaz;Bernard;;;Flammarion;DL 2015;1 vol. (373 p.);21 cm;Adulte;32,5836411153417;https://editions.flammarion.com/media/cache/couverture_large/flammarion_img/Couvertures/9782081372443.jpg; La vie de Vladimir Vladimirovitch Poutine a basculé quand son homonyme est arrivé au pouvoir. Le soir de l’élimination de l’équipe de hockey aux Jeux olympiques de Sotchi, il est frappé par la tristesse dans les yeux du président – une tristesse d’enfant, des yeux de phoque. Tout au long de l’année 2014, obsédé par la question « que croire, qui croire ? », il raconte dans des cahiers la vie de Volodka : l’enfance, le KGB, l’irrésistible ascension. À travers cette plongée au coeur de l’énigme Poutine, ce sont aussi les spectres de l’histoire soviétique qui défilent.Partagé entre l’amour perdu de Tatiana et la vie possible au côté de Galina, Vladimir Vladimirovitch n’en a pas fini avec les ambiguïtés de l’homme russe face à son destin, et son président. 
978-2-09-252554-8;Toutes mes histoires préférées;;Caputo;Natha;Bryant;Sara Cone;Nathan;DL 2009;1 vol. (121 p.);22 cm;Jeunesse;54,0366112446699;https://www.lalibrairie.com/cache/img/livres/548/9782092525548.webp;Un recueil de 15 histoires (Pourquoi les animaux ont-ils une queue, la petite poule rouge, la grenouille et le boeuf...) par des illustrateurs connus (Rémi Saillard, J-F Martin...) Des histoires tendres, drôles ou poétiques à lire au moment du coucher.
978-2-203-02864-7;Ernest et Célestine au musée;;Vincent;Gabrielle;;;Casterman;2010;1 vol. (32 p.);29 x 25 cm;Jeunesse;36,2145465984607;https://images-na.ssl-images-amazon.com/images/I/816ScHq4mQL.jpg;" Visiter un musée, que c'est ennuyeux pour Célestine ! ""Ernest, tu viens, dis ? On y va ?"", plaide-t-elle sans succès. Elle se retourne. Ernest n'est plus là ! "
978-2-203-04011-3;Ernest et Célestine au cirque;;Vincent;Gabrielle;;;Casterman;2011;1 vol. (26 p.);25 x 29 cm;Jeunesse;5,42077263154384;https://fr.shopping.rakuten.com/photo/Vincent-Gabrielle-Ernest-Et-Celestine-Au-Cirque-Livre-835660991_L.jpg;Le cirque ! Le cirque est arrivé sur la place ! Ernest a des souris, mais l'appel est magique, et puis, il a été clown dans le temps ! Célestine est mécontente, elle ignorait cet épisode de la vie de son cher ami... 
978-2-203-04013-7;jour, un chien (Un);;Vincent;Gabrielle;;;Casterman;2011;1 vol. (64 p.);20 x 27 cm;Jeunesse;12,2289514881063;https://static.fnac-static.com/multimedia/Images/FR/NR/f5/be/1c/1883893/1540-1/tsp20220412061829/Un-jour-un-chien.jpg;" La longue errance d'un chien que ses maîtres ont abandonné sur la route. Tout est dit, montré, exprimé, sans un trait inutile, sans la moindre fausse note de sensiblerie. Une œuvre qui ne ressemble à aucune autre, par Gabrielle Vincent, la créatrice d'"" Ernest et Célesine ""."
978-2-211-08134-4;En 2000 trop loin;;Rascal;;;;Pastel;DL 2009;1 vol. (28 p.);27 cm;Jeunesse;36,0345137974892;https://www.ecoledesloisirs.fr/sites/default/files/styles/couverture_livre/public/couverture/9782211081344.jpg?itok=ajXDjI4q; La semaine passée, j'ai fêté mon premier anniversaire sans Papa. Huit ans, c'est le nombre d'années qu'il lui faudra rester dans sa maison d'arrêt, avant de revenir aux Acacias. La prison j'en parle jamais. J'ai peur que les autres ne jugent mon père une seconde fois. Alors, j'écris tout ce que je fais et tout ce que je vois sur deux cahiers et, chaque semaine, aidé du dictionnaire, je raconte à mon père son voyage à rêver. 
978-2-211-09368-2;Voleuse de peluche;;Seyvos;Florence;;;Ecole des loisirs;2008;1 vol. (75 p.);19 x 13 cm;Jeunesse;14,8169653918482;https://fr.shopping.rakuten.com/photo/770760426.jpg;Au rayon peluches du grand magasin, il y a des piles de girafes, des centaines d'ours blancs ou bruns, des lions, des phoques, et un mogwaï aux yeux tendres, brillants, un mogwaï irrésistible. Marion passe la main dans la fourrure du mogwaï. Elle pourrait revenir lundi, pour l'acheter avec son argent du mois. Mais elle est sûre que quelqu'un va venir dans les cinq minutes et l'emporter. Elle ramasse le sac avec la jupe et y fourre le mogwaï. Elle en a presque un arrêt cardiaque mais il n'y a aucun problème. Aucun problème jusqu'au retour à la maison... Un livre pour les enfants qui aiment déjà lire tout seuls. 
978-2-211-09722-2;10 feuilles volantes;;Möller;Anne;;;Archimède-l'Ecole des loisirs;impr. 2009;1 vol. (29 p.);29 cm;Jeunesse;73,8468027708018;https://www.ecoledesloisirs.fr/sites/default/files/styles/couverture_livre/public/couverture/9782211097222.jpg?itok=2zNMNE7O;C'est l'automne. Le vent emporte les dix feuilles jaunies d'une branche de saule. Sont-elles vraiment mortes ? Pas si sûr ! L'une sauve une sauterelle de la noyade. La deuxième fait un nid douillet à un écureuil. Sur la troisième, on peut prendre des notes... Oui, une feuille d'arbre, même morte, c'est encore vivant et ça peut servir ! À garnir un herbier, à allumer un bon feu, à décorer un lampion, à faire naviguer un petit bateau... Et puis, dévorée par un ver de terre et décomposée, une vieille feuille devient de l'engrais, et aidera les feuilles fraîches à pousser. Alors, vive les feuilles ! 
978-2-211-20466-8;erreur de Pascal (L');;Seyvos;Florence;;;Ecole des loisirs;2011;1 vol. (76 p.);19 x 13 cm;Jeunesse;14,2594614414623;https://www.ecoledesloisirs.fr/sites/default/files/styles/couverture_livre/public/couverture/9782211204668.jpg?itok=U3di64FV;La maîtresse avait accueilli Pascal sans amabilité : Quest-ce que tu as fait pour avoir cette tête dahuri ? Rien. Ma mère est morte, lui avait-il répondu. Le problème, cest que la mère de Pascal nétait pas du tout morte. Cétait sorti tout seul. Et maintenant les ennuis commençaient. Le téléphone sonna à la maison, cétait la maîtresse qui présentait ses condoléances. Pascal eut une idée géniale. Il ouvrit la bouche et fit un mensonge. Ce que la vie pouvait être fatigante ! 
978-2-211-20802-4;Ogres, brigands et compagnie;;Ungerer;Tomi;Ungerer;Tomi;l'Ecole des loisirs;DL 2011;1 vol. (148 p.);29 cm;Jeunesse;77,473701097379;https://images-na.ssl-images-amazon.com/images/I/41SnvJJAEPL.jpg;Des mythiques Trois Brigands et Géant de Zeralda, ses deux plus immenses succès, à la petite dernière, Zloty, l'avatar moderne et motorisé du Petit Chaperon rouge, en passant par Jean de la Lune, c''est Tomi Ungerer lui-même qui a choisi, dans son oeuvre multiple, humaniste et grinçante, pleine de kidnappings sublimés, d''ogres convertis, d'intrus admis et d'opposés réconciliés... quatre dignes représentants capables de donner une idée fidèle de son ton « subversif et positif » et de son trait à ceux qui veulent le découvrir, ou le retrouver. Ce recueil contient : Les trois brigands, Jean de la Lune, Le géant de Zeralda, Zloty. 
978-2-213-63700-6;Le fol enfant;récit;Vlady;Marina;;;Fayard;impr. 2009;1 vol. (155 p.);19 cm;Adulte;48,1668029406904;https://images-na.ssl-images-amazon.com/images/I/510SeFiZFYL._SX298_BO1,204,203,200_.jpg;« La porte de la chambre ouverte, j’ai failli tomber à genoux. Cet être bardé de tuyaux, de tringles, de plaques, de plâtres, dont seul le haut du visage paraît exempt de blessures, cet être inerte dont les côtes se soulèvent en cadence au rythme de la machine, c’est mon fils. » Dans ce récit intimiste et bouleversant, Marina Vlady raconte la sortie du coma de son fils aîné, victime d’un accident de la circulation. Pendant des semaines elle va aller de chez elle à la chambre d'hôpital où il gît inconscient. Chez elle, elle suffoque de désespoir , à son chevet, elle parle, elle raconte, elle chante, scrutant le plus infime signe de retour à la conscience.
978-2-213-68661-5;uns contre les autres (Les);roman;Maubert;Franck;;;Fayard;DL 2015;1 vol. (213 p.);22 cm;Adulte;53,9480119586849;https://static1.lecteurs.com/media/cache/book_large/files/books-covers/615/9782213686615_1_75.jpg;Chroniqueur sans attache, Moby mène une vie débridée et tente de se reconvertir dans la télévision en cherchant à concilier l’inconciliable : le monde de la télévision et les artistes. Ferdyck, c’est son pseudo, publicitaire, lance une nouvelle émission avec l’aide de Moby, sur une chaîne privée naissante. Avec ses questions coup de poing, il se construit un personnage et veut faire de son nom un label. Christophe Mistral, couturier, coqueluche des magazines de mode, monte sa maison de haute couture et prépare sa première collection. Albertine, sa femme, noctambule avec Moby. Tout comme Roda, poète et parolier de chansons à succès, qui refait le monde. Rodolphe, patron de la boîte de nuit en vogue, les Lumières, les réunit tous, les uns contre les autres. Dans le chaos nocturne des années quatre-vingt, Paris les happe, Paris existe. Ils s’éprouvent inconsidérément. Combien de temps l’insouciance frénétique durera-t-elle ? Luttes d’influence, fric facile, pouvoir, cocaïne, mannequins, amours d’une nuit : un portrait sans complaisance des illusions d’une décennie.
978-2-213-68702-5;Effraction;roman;Defossé;Alain;;;Fayard;DL 2015;1 vol. (196 p.);22 cm;Adulte;74,8402397387182;https://www.fayard.fr/sites/default/files/images/livres/couv/9782213687025-T.jpg;  J’étais marié depuis presque trois ans. Et déjà je ronronnais dans mon couple. J’avais tout ce qu’il fallait pour bourdonner dans le bonheur. Une belle télé Pathé Marconi flambante neuve. Du papier peint à gros ramages orange sur les murs de mon séjour. Une salle de bain rose dragée. Une banquette salon en similicuir noir sur les accoudoirs et les bords. Avec comme repose cul, des coussins en acrylique rouge, façon poils de chimpanzé. Et le reste à l’avenant, dans un bel appartement, au sixième étage d’un immeuble HLM avec vue imprenable sur le cimetière. (...) J’étais paré pour admirer Neil Armstrong et ses potes s’envoyant en l’air sur la lune. Cinq Colonnes à la Une, Guy Lux et son Palmarès des Chansons... Je l’aimais bien le Guy, quand il mâtait sans escale le décolleté bateau de sa comparse Anne-Marie Peysson. Il y allait le drille... Il n’était pas gêné. 
978-2-220-06105-4;La confusion des valeurs;;Guillebaud;Jean-Claude;;;Desclée de Brouwer;impr. 2009;1 vol. (274 p.);21 cm;Adulte;75,6488309388356;https://static.fnac-static.com/multimedia/images_produits/ZoomPE/4/5/0/9782220061054/tsp20130903072430/La-confusion-des-valeurs.jpg; En moins de trois décennies, que nous est-il arrivé ? Comment mesurer tous les bouleversements intervenus dans le domaine des valeurs, de la science, de l'économie, des religions, de la politique, sans éprouver une sorte de tournis ? Comment ne pas être perdu dans cette confusion générale, dans ce monde où s'entrechoquent idéaux, cultures ou opinions ? Jean-Claude Guillebaud nous aide à arpenter cette modernité foisonnante, pleine d'incertitudes et de surprises. Bien plus, il introduit un questionnement où l'homme garde toute sa place. Faut-il se résigner au cynisme de l'économie libérale, à la violence qui marque nos sociétés ? Globalisation rime-t-elle avec choc des civilisations ? A l'heure du clonage ou de l'indifférenciation des sexes, quelle place pour la personne ? Et que dire de Dieu, à l'heure de la mondialisation du religieux ? 
978-2-226-17383-6;Shrek !;le livre qui inspira le film;Steig;William;;;Albin Michel-Jeunesse;2007;1 vol. (32 p.);30 x 23 cm;Jeunesse;28,6564044532764;https://images-na.ssl-images-amazon.com/images/I/81KKYaMQs6L.jpg;" Sa mère était laide et son père était laid, mais Shrek était encore plus laid que les deux réunis. D'un regard il terrorisait tous les reptiles du marais. Un jour, Shrek partit découvrir le monde. À sa seule vue, toutes les créatures vivantes s'enfuyaient. Toutes, sauf la sorcière, qui lui prédit une superbe destinée : ""Un âne te conduit à un chevalier, tu le passes au fil de l'épée. Puis tu épouses une princesse qui, ma foi, est encore plus laide que toi"". Méchant, repoussant et tellement drôle, découvrez l'histoire du célèbre héros de William Steig qui a inspiré le film d'animation. "
978-2-226-18772-7;Je viens de toutes mes enfances;;Salomé;Jacques;;;Albin Michel;impr. 2009;1 vol. (308 p.);23 cm;Adulte;37,6173579117767;https://images-na.ssl-images-amazon.com/images/I/51zSFx7ORhL._SX307_BO1,204,203,200_.jpg;  Le célèbre psychologue raconte son enfance dans les années 1930, de sa naissance à Bordeaux dans un milieu pauvre à son entrée dans l'adolescence après quatre années passées au sanatorium pour une tuberculose osseuse. 
978-2-226-19001-7;Tout pour plaire et toujours célibataire;rencontrer l'amour;Cadalen;Sophie;Guillou;Sophie;Albin Michel;impr. 2009;1 vol. (201p.);23 cm;Adulte;25,2642721014046;https://static.fnac-static.com/multimedia/images_produits/ZoomPE/7/1/0/9782226190017/tsp20130901132456/Tout-pour-plaire-et-toujours-celibataire.jpg; L'amour, tout le monde l'attend, le cherche, l'espère et pourtant, il arrive qu'il se dérobe alors même qu'on a « tout pour plaire » !Malgré les sites de rencontres et une prétendue liberté de m'urs sensée mettre à notre portée tous les possibles, la quête amoureuse s'apparente souvent à un chemin difficile, parsemé d'embûches et de déceptions. La vie sentimentale apparaît alors comme un échec, une énigme qui incite à s'armer de recettes infaillibles pour parvenir à capturer le partenaire idéal. Seulement voilà, les sentiments ne se déclenchent pas sur commande et l'amour vient toujours nous cueillir là où nous ne l'attendons pas !De la même façon qu'elle avait tordu le cou aux idées reçues sur les hommes et les femmes dans Hommes, femmes, ni Mars, ni Vénus, la psychanalyste Sophie Cadalen s'en prend aux préjugés sur la rencontre amoureuse. Avec la collaboration de Sophie Guillou, elle passe en revue ses freins les plus fréquents : peur de l'abandon, de la dépendance, peur de souffrir, d'aller vers l'autre... La seule façon de donner une chance à l'amour ? Partir à l'aventure, sans calcul ni mode d'emploi : plus qu'une destination, l'amour est un voyage... 
978-2-226-19245-5;Sauver sa peau;roman;Gardner;Lisa;;;Albin Michel;impr. 2009;1 vol. (418 p.);23 cm;Adulte;13,2234476738071;https://www.livredepoche.com/sites/default/files/images/livres/couv/9782253161226-001-T.jpeg; Sally, Cindy, Lucile... Depuis l'enfance, Annabelle Granger s'est habituée à devoir changer brusquement de prénom, de nom, de maison, de ville, d'histoire... Sans qu'on lui donne la moindre explication. La découverte dans une chambre souterraine de l'ancien l'hôpital psychiatrique de Boston, des cadavres de six fillettes, mortes des années auparavant, fait la une des journaux. Un nom sur un médaillon identifie l'une des petites victimes : Annabelle Granger. L'heure n'est plus à la fuite et Annabelle décide de sortir enfin de l'ombre. Mais le tueur est toujours aux aguets. Il l'attend. Depuis vingt cinq ans... Le début intrigant d'un suspense qui ne l'est pas moins... et a propulsé Lisa Gardner en tête des listes des meilleures ventes aux Etats-Unis et en Grande-Bretagne, où elle est considérée aujourd'hui comme l'égale des plus grandes romancières du genre.
978-2-226-19402-2;Le miroir de Cassandre;roman;Werber;Bernard;;;Albin Michel;impr. 2009;1 vol. (632 p.);24 cm;Adulte;67,3751252918601;https://images-na.ssl-images-amazon.com/images/I/81WK6bQkjfL.jpg;Et vous, que feriez-vous si vous pouviez voir le futuret que personne ne vous croie ? 
978-2-226-20937-5;étang aux libellules (L');;Ibbotson;Eva;;;Albin Michel-Jeunesse;2011;1 vol. (456 p.);22 x 15 cm;Jeunesse;35,5280517127154;https://www.albin-michel.fr/sites/default/files/couvertures/9782226209375-j.jpg;" L'étang aux libellules était hors du temps, à l'abri de la guerre : protégé, intime, magnifique...   Le roi de Berganie vient d'être assassiné pour s'être opposé à Hitler.  Un groupe d'enfants va venir en aide au jeune prince héritier désormais menacé.  A leur tête, une fougueuse jeune fille, Tally, éprise de liberté et ""résistante"" sans le savoir."
978-2-234-06230-6;Dis oui, Ninon;roman;Lethielleux;Maud;;;Stock;impr. 2009;1 vol. (247 p.);22 cm;Adulte;27,0293955559217;https://images-na.ssl-images-amazon.com/images/I/31juKoePfML._SX210_.jpg;"Dans ma classe, une immense dame maigre et très laide avec des cheveux courts et des gros sourcils m'a demandé de recopier le mot écrit au tableau. J'ai essayé d'imiter les traits droits comme du blé un jour sans vent, c'était très difficile, mes doigts glissaient sur la mine colorée. La dame s'est approchée et elle a dit : Mon Dieu ! J'ai dit que j'étais pas Dieu mais que si elle voulait m'appeler comme ça, pourquoi pas. Elle a répété : - Mon Dieu... Tu ne sais même pas écrire "" maman "" ? - Non, ça sert à rien que je l'écris puisque je dis jamais maman. - Tu... tu ne dis jamais maman ! - Non, je l'appelle Zélie parce que c'est trop mignon et en plus c'est personnel et assumé pour de vrai. La dame m'a dit de ne pas parler sur ce ton, j'ai répondu que je ne mangeais pas de poisson parce que sinon, on allait vider la mer. "" Du haut de ses neuf ans, Ninon observe le monde. Un monde où les adultes ne s'aiment plus, où les mots n'ont pas de sens, où les mensonges sont rancuniers... Parce qu'elle ne le comprend pas, Ninon décide de s'en détourner et de vivre avec son père qui n'a plus rien. Rien, sauf elle. Ensemble, ils refont leur monde, construisent une maison à partir de rien, traient les chèvres, vendent sur les marchés, oublient l'école et les bonnes manières, sans se soucier des bien-pensants, ni de madame Kaffe, l'assistante sociale. Dis oui, Ninon est une histoire d'amour. Celle d'une petite fille pour son père et celle d'un homme pour la liberté."
978-2-246-77601-7;septième fonction du langage (La);roman;Binet;Laurent;;;Bernard Grasset;DL 2015;1 vol. (494 p.);21 cm;Adulte;64,6125211964418;https://www.grasset.fr/sites/default/files/images/livres/couv/9782246776017-001-T.jpeg;La Septième Fonction du langage est un roman de Laurent Binet paru le 18 août 2015 aux éditions Grasset. Le livre reçoit la même année le prix du roman Fnac ainsi que le prix Interallié.
978-2-246-85569-9;amour à trois (L');roman;Poivre d'Arvor;Olivier;;;Bernard Grasset;DL 2015;1 vol. (251 p.);21 cm;Adulte;77,1911698409335;https://images-na.ssl-images-amazon.com/images/I/31tvgQuwJaL._SX210_.jpg;C’est en Guyane, de Cayenne à Maripasoula – au pays des orpailleurs et des indiens Wayanas – que Léo entreprend de retrouver la trace de son ami d’adolescence, Frédéric.
978-2-246-85612-2;Je me suis tue;roman;Menegaux;Mathieu;;;Bernard Grasset;DL 2015;1 vol. (190 p.);21 cm;Adulte;23,352512500582;https://images.epagine.fr/090/9782757860090_1_75.jpg;Un dîner en ville. Au menu, nourriture bio, affaires et éducation des enfants. Claire s'ennuie et décide de rentrer seule à vélo. Elle ne le sait pas encore mais sa vie vient de basculer. Tour à tour victime puis criminelle, Claire échoue en prison et refuse obstinément de s'expliquer. À la veille de son jugement, elle se décide enfin à sortir de son mutisme...
978-2-246-85713-6;Profession du père;roman;Chalandon;Sorj;;;Bernard Grasset;DL 2015;1 vol. (315 p.);21 cm;Adulte;54,1127424235969;https://www.babelio.com/couv/bm_CVT_Profession-du-pere_1584.jpg;Mon père a été chanteur, footballeur, professeur de judo, parachutiste, espion, pasteur d’une Eglise pentecôtiste américaine et conseiller personnel du général de Gaulle jusqu’en 1958. Un jour, il m’a dit que le Général l’avait trahi. Son meilleur ami était devenu son pire ennemi. Alors mon père m’a annoncé qu’il allait tuer de Gaulle. Et il m’a demandé de l’aider. 
978-2-246-85813-3;Histoire de l'amour et de la haine;roman;Dantzig;Charles;;;Bernard Grasset;DL 2015;1 vol. (475 p.);21 cm;Adulte;51,5670036949698;https://www.grasset.fr/sites/default/files/images/livres/couv/9782246858133-T.jpg;Voici sept personnages avec qui nous vivons, des premières manifestations contre le « mariage pour tous » jusqu’aux dernières. Il y a Ferdinand, garçon de vingt ans blessé par la vulgarité de son père, le député Furnesse, vedette homophobe des médias et fier de l’être . Pierre, le grand écrivain n’écrivant plus . Ginevra, qu’il tente d’aimer . Armand et Aron, qui vivent en couple . Anne, si belle et victime de sa beauté . bien d’autres encore. Tous apportent leur voix à ce concert de l’esprit où le comique le dispute à la rage. 
978-2-260-01916-9;hiver des hommes (L');roman;Duroy;Lionel;;;Julliard;2012;1 vol. (358 p.);21 x 13 cm;Adulte;37,4472171953489;https://static.fnac-static.com/multimedia/Images/FR/NR/b7/8b/38/3705783/1540-1/tsp20210819071448/L-hiver-des-hommes.jpg;"Reclus dans la petite république ethniquement "" pure "" pour laquelle ils ont combattu leurs voisins croates et bosniaques, les Serbes de Bosnie sont pourtant aujourd'hui les gens les plus désespérés qui soient. Un voyage aux confins de l'Europe et une méditation sur la guerre et l'inaptitude au bonheur.Fasciné par le destin des enfants de criminels de guerre, Marc part à Belgrade en 2010 pour enquêter sur le suicide de la fille du général Mladic, accusé de crimes contre l'humanité par la justice internationale et pourtant..."
978-2-260-02096-7;anges meurent de nos blessures (Les);roman;Khadra;Yasmina;;;Julliard;2013;1 vol. (403 p.);23 x 14 cm;Adulte;44,765950807493;https://www.babelio.com/couv/CVT_Les-anges-meurent-de-nos-blessures_2675.jpeg;Il se faisait appeler Turambo, du nom du village misérable où il était né, dans l'Algérie des années 1920. Il avait pour lui sa candeur désarmante et un direct du gauche foudroyant. Il fréquenta le monde des Occidentaux, connut la gloire, l'argent et la fièvre des rings, pourtant aucun trophée ne faisait frémir son âme mieux que le regard d'une femme. De Nora à Louise, d'Aïda à Irène, il cherchait un sens à sa vie. Mais dans un monde où la cupidité et le prestige règnent en maîtres absolus, l'amour se met parfois en grand danger.
978-2-266-16966-0;maison de l'ancêtre (La);;Williams;Tad;;;Pocket;2007;444 p.;18 x 11 cm;Adulte;41,148124985527;https://www.babelio.com/couv/CVT_LArcane-des-epees-Tome-3--La-maison-de-lancetre_9251.jpeg;Sur le Trône du Dragon siège depuis cinq cents ans le Souverain des nations humaines . le Roi de l'Orage évincé n'est plus qu'un mort vivant qui attend sa revanche. Quelques humains réunis dans la Ligue du Parchemin clandestine, n'oublient pas la prophétie : celui qui rassemblera les Trois Épées (Peine, Minneyar, Épine) gagnera le pouvoir sur le monde.
978-2-266-17068-0;pierre de l'adieu (La);;Williams;Tad;;;Pocket;2006;442 p.;18 x 11 cm;Adulte;18,639231295521;https://www.babelio.com/couv/CVT_LArcane-des-epees-tome-4--La-Pierre-de-ladieu_60.jpeg;Sur le Trône du Dragon siège le Souverain des nations humaines. Le Roi de l'Orage évincé n'est plus qu'un mort vivant qui attend sa revanche. Quelques humains savent que celui qui réunira les Trois Épées régnera sur le monde . ils forment la Ligue du Parchemin clandestine. Elias, le nouveau Souverain, est sous l'emprise de son conseiller Pryrates, qui lui fait remettre Peine, l'épée grise. Aussitôt le royaume est frappé par la sécheresse et la peste. Josua, frère d'Elias, se réfugie sur ses terres . chassé par la magie du Roi de l'Orage, il se replie dans la forêt où Géloé, la femme-sage, lui conseille d'aller à la Pierre de l'Adieu, lieu sacré des Sithis.
978-2-266-17442-8;extraordinaires aventures de Tom Scatterhorn (Les);;Chancellor;Henry;;;Pocket Jeunesse;2011;1 vol. (400 p.);23 x 14 cm;Jeunesse;42,1514154734281;https://images-na.ssl-images-amazon.com/images/I/51vg5fvKjYL._SX308_BO1,204,203,200_.jpg;Tom Scatterhorn est envoyé chez son oncle Jos, directeur d'un musée de taxidermie, où des centaines d'animaux empaillés sont exposés. Mais Tom est loin d'imaginer les incroyables découvertes qui l'attendent.
978-2-266-18868-5;Balade pour un père oublié;;Teulé;Jean;;;Pocket;impr. 2009;1 vol. (158 p.);18 cm;Adulte;35,6678016654909;https://images-na.ssl-images-amazon.com/images/I/41NAAurGp7L._SX210_.jpg;C'est l'histoire d'un garçon surprenant, l'allure insolite. C'est l'histoire d'un garçon qui vit comme on rêve : sitôt disparu, on ne s'en souvient plus. Et puis, un jour, le voilà papa ! Enveloppant bébé dans un vieux journal, il quitte la maternité sans en aviser ni la mère ni personne. L'enfant sous le coude, il part en cavale à la rencontre des femmes de sa vie. Les femmes connues, les femmes aimées, les femmes croisées : Carla, l'anonyme du jardin des Tuileries, Denise, le professeur d'arts plastiques, Héloïse, la petite amoureuse... Toutes le racontent, l'une après l'autre, cruelles, tendres ou drôles. Mais nulle ne le reconnaît. Dans ce road-movie insolite, les femmes sont des ports, des gares: éternelles mais amnésiques. Il faudra tout le miracle et le paradoxe de la paternité pour qu'un enfant, enfin, reconnaisse son père...
978-2-278-06477-9;vaches de Noël (Les);;Le Touzé;Anne-Isabelle;;;Didier Jeunesse;2009;;26 x 24 cm;Jeunesse;40,635669325023;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/9/7/7/9782278064779/tsp20120920080911/Les-vaches-de-Noel.jpg;Un soir d'hiver, les vaches s'arrêtent médusées devant la maison du fermier. Là, au beau milieu du salon, un arbre avait poussé. Et quel arbre ! Couvert de lumières. Elles partent en pleine nuit chercher un sapin pour leur étable. Mais dans le noir du sous-bois, les vaches commencent à avoir peur, très peur. La suite du très apprécié À quoi rêvent les vaches ?.
978-2-283-02890-2;tournée d'adieux (La);roman;Paris;Thomas;;;Buchet-Chastel;DL 2015;1 vol. (189 p.);19 cm;Adulte;45,2702048768232;https://static.fnac-static.com/multimedia/Images/FR/NR/f4/d5/65/6673908/1540-1/tsp20150331160830/La-tournee-d-adieux.jpg;"Le jour de ses 28 ans, Alex comprend qu'il ne fera pas partie du mythique Club 27. Il a pourtant créé son groupe de rock, Assemblée nationale"", il compose et joue sur scène (bien que modestement) depuis des années. Mais il ne sera jamais Janis Joplin, Jim Morrison, Kurt Cobain ou Jimi Hendrix (tous morts à 27 ans)... Il ne connaîtra pas de destin flamboyant. Il est donc temps, pour lui, d'arrêter de rêver et de se confronter au réel. Il décide de dissoudre son groupe et de trouver une autre activité pour le restant de ses jours. C'est compter sans ses compagnons de musique. Et c'est compter sans son père! De Paris à San-Francisco, La Tournée d'adieux est un roman à l'humour léger. C'est aussi l'histoire d'un père et de son fils, des regrets que l'on collectionne tout au long de nos vies, et de l'envie irrésistible qui nous saisit, parfois, de prendre la tangente!"""
